"n","dd","d","all","ratio","date"
0.99124,1.0058,0.99558,0.99516,0.86523,2020-05-18
0.99082,0.9818,0.98813,0.98834,1.1084,2020-05-19
1.0087,1.008,1.002,1.0047,1.174,2020-05-20
0.98597,0.99703,0.99456,0.99205,0.72436,2020-05-21
0.99805,0.99654,1.0073,1.0034,0.78933,2020-05-22
0.99623,1.0003,0.99762,0.99744,0.95952,2020-05-23
1.0042,0.99531,0.99518,0.99794,1.2829,2020-05-24
0.99238,1.013,1.0132,1.0067,0.58261,2020-05-25
0.9993,0.98775,0.98912,0.9922,1.3956,2020-05-26
1.0063,1.0093,1.0098,1.0087,0.92386,2020-05-27
0.99844,1,1.0064,1.0033,0.81515,2020-05-28
0.98831,0.99409,1.0075,1.0003,0.56557,2020-05-29
1.0018,0.99586,0.99165,0.99516,1.3588,2020-05-30
1.0036,0.99882,0.99997,1.001,1.0998,2020-05-31
1.0022,0.99394,1.0013,1.0008,1.0244,2020-06-01
0.99064,0.99857,1.0097,1.0028,0.58909,2020-06-02
1.0107,1.0013,1.0091,1.0088,1.035,2020-06-03
1.0084,1.0056,1.013,1.0108,0.90621,2020-06-04
1.0051,1.005,1.0117,1.0091,0.86287,2020-06-05
1.0122,1.0102,0.99865,1.004,1.3844,2020-06-06
0.99103,0.99627,0.99595,0.99455,0.84878,2020-06-07
0.98137,0.97731,0.98277,0.98178,0.92754,2020-06-08
0.99632,0.9919,1.0024,0.99959,0.84306,2020-06-09
1.0022,1.0207,0.99851,1.0019,1.1048,2020-06-10
1.0005,1.0128,1.0093,1.0071,0.80842,2020-06-11
1.0047,1.0081,1.0063,1.006,0.96226,2020-06-12
1.0077,1.0146,1.0077,1.0084,0.99937,2020-06-13
1.0021,1.0018,1.0051,1.0039,0.9297,2020-06-14
1.0007,1.0015,0.98067,0.98866,2.1584,2020-06-15
0.99761,0.99307,1.0067,1.0028,0.79027,2020-06-16
1.0065,1.0093,1.0048,1.0057,1.0403,2020-06-17
1.0106,1.001,1.0265,1.0192,0.74802,2020-06-18
0.99852,0.99721,0.99695,0.99742,1.0466,2020-06-19
0.99221,1.0003,0.98629,0.98943,1.2584,2020-06-20
0.9979,1.0016,0.99926,0.99908,0.96232,2020-06-21
1.004,1.0062,1.007,1.0061,0.9325,2020-06-22
0.99112,0.99651,1.0012,NA,0.73338,2020-06-23
NA,NA,1.012,NA,NA,2020-06-24
1.0103,0.98926,1.0281,1.0184,0.72519,2020-06-25
0.99516,1.0069,1.0067,1.0033,0.73426,2020-06-26
1.0198,1.008,1.0044,1.0094,1.3764,2020-06-27
0.98717,0.98886,0.99643,0.99294,0.7198,2020-06-28
1.0078,1.0038,1.0051,1.0057,1.0646,2020-06-29
1.009,1.0133,1.0098,1.0099,0.98162,2020-06-30
1.0029,1,0.99459,0.99759,1.2674,2020-07-01
1.0033,1.0053,1.0031,1.0034,1.0047,2020-07-02
0.99998,1.011,1.0099,1.007,0.78662,2020-07-03
0.9973,0.9936,0.9863,0.99037,1.4804,2020-07-04
0.99836,0.99824,0.99402,0.99573,1.1415,2020-07-05
1.014,1.0071,1.0015,1.0064,1.3281,2020-07-06
1.0059,1.003,1.0053,1.0052,1.0152,2020-07-07
1.0075,1.0064,1.002,1.004,1.1446,2020-07-08
1.0186,1.0149,1.0182,1.018,1.0081,2020-07-09
0.99273,0.99172,1.0082,1.002,0.65543,2020-07-10
0.99494,1.003,0.99979,0.99867,0.86696,2020-07-11
0.98895,0.99705,1.0455,1.0241,0.31141,2020-07-12
1.0093,1.0157,1.0136,1.0125,0.91277,2020-07-13
1.0017,1.0002,1.0233,1.0146,0.64019,2020-07-14
0.99806,0.99714,0.98919,0.99269,1.3436,2020-07-15
1.0315,1.029,1.0199,1.0243,1.2063,2020-07-16
1.0031,0.9925,1.0154,1.0092,0.76298,2020-07-17
1.0142,1.0173,1.0117,1.013,1.0513,2020-07-18
1.0014,1.0124,1.0022,1.003,0.97889,2020-07-19
1.0092,1.0137,1.0153,1.0132,0.88296,2020-07-20
1.0009,1.0087,1.0263,1.0165,0.59591,2020-07-21
1.0076,1.0122,1.0124,1.0109,0.90174,2020-07-22
1.0109,1.0022,1.0103,1.0097,1.0128,2020-07-23
1.0038,1.0009,1.0182,1.0119,0.73724,2020-07-24
1.0189,1.0297,1.0231,1.0224,0.92964,2020-07-25
1.024,1.0186,1.0081,1.0141,1.3568,2020-07-26
1.0104,1.0123,1.0149,1.0132,0.91177,2020-07-27
1.0112,1.0253,1.0145,1.0145,0.93573,2020-07-28
1.0187,1.0261,1.0242,1.0227,0.91077,2020-07-29
1.0223,1.0263,1.0098,1.0153,1.2702,2020-07-30
1.0151,1.002,1.0171,1.015,0.96203,2020-07-31
1.0137,1.0183,1.0083,1.011,1.1182,2020-08-01
1.0015,1.0013,1.0058,1.004,0.89917,2020-08-02
1.0197,1.0272,NA,NA,NA,2020-08-03
NA,NA,NA,NA,NA,2020-08-04
NA,NA,NA,NA,NA,2020-08-05
NA,NA,NA,NA,NA,2020-08-06
NA,NA,NA,NA,NA,2020-08-07
NA,NA,NA,NA,NA,2020-08-08
NA,NA,NA,NA,NA,2020-08-09
NA,NA,NA,NA,NA,2020-08-10
1.0248,1.0211,1.0182,1.0208,1.1195,2020-08-11
1.0278,1.0137,1.0289,1.0271,0.98287,2020-08-12
1.0183,1.0005,NA,NA,NA,2020-08-13
NA,NA,NA,NA,NA,2020-08-14
NA,NA,NA,NA,NA,2020-08-15
NA,NA,NA,NA,NA,2020-08-16
NA,NA,NA,NA,NA,2020-08-17
1.0237,1.0552,1.0242,1.0267,0.99152,2020-08-18
1.0414,1.0332,1.0155,1.0259,1.4988,2020-08-19
1.0342,1.0203,1.0143,1.0219,1.3915,2020-08-20
1.0217,1.0386,1.0329,1.0293,0.84011,2020-08-21
1.0124,1.0254,1.0225,1.019,0.82932,2020-08-22
1.0162,1.0189,1.0212,1.0192,0.91258,2020-08-23
1.028,1.0266,1.009,1.0175,1.4171,2020-08-24
1.0169,1.0307,1.0145,1.0168,1.046,2020-08-25
1.0325,1.0233,1.0506,1.0415,0.79239,2020-08-26
1.0677,1.048,1.0276,1.0442,1.6229,2020-08-27
1.0297,1.0501,1.0226,1.0276,1.1205,2020-08-28
1.0115,0.99807,1.0206,1.0151,0.84164,2020-08-29
1.0499,1.0426,1.0367,1.042,1.1802,2020-08-30
1.0254,1.0372,1.0397,1.0341,0.81239,2020-08-31
1.0445,1.0599,1.0672,1.058,0.78125,2020-09-01
1.0482,1.0254,1.063,1.054,0.8515,2020-09-02
1.029,1.0158,1.0296,1.0282,0.99087,2020-09-03
1.058,1.0593,1.0553,1.0567,1.029,2020-09-04
1.0263,1.0232,1.0468,1.0366,0.75351,2020-09-05
1.0636,1.0677,1.0679,1.0662,0.95876,2020-09-06
1.042,1.041,1.0589,1.0508,0.82356,2020-09-07
1.0413,1.0424,1.046,1.0438,0.94296,2020-09-08
1.0497,1.0486,1.0569,1.0535,0.92296,2020-09-09
1.0252,1.0307,1.0373,1.0319,0.83613,2020-09-10
1.0151,1.0567,1.0794,1.0506,0.44559,2020-09-11
1.0813,1.0816,1.0692,1.0751,1.1137,2020-09-12
1.0567,1.0658,1.0389,1.0481,1.2356,2020-09-13
1.0284,1.0521,1.0475,1.0401,0.77253,2020-09-14
1.0551,1.0555,1.046,1.0504,1.1102,2020-09-15
1.0638,1.04,1.0522,1.0557,1.1309,2020-09-16
1.0663,1.0572,1.0745,1.0697,0.92597,2020-09-17
1.0883,1.0862,1.0706,1.079,1.1648,2020-09-18
1.092,1.1053,1.0605,1.0772,1.3242,2020-09-19
1.0334,1.0625,1.0568,1.0473,0.75001,2020-09-20
1.0547,1.0754,1.037,1.0475,1.2402,2020-09-21
1.0543,1.0196,1.0335,1.0406,1.2967,2020-09-22
1.0418,1.029,1.0181,1.0288,1.4338,2020-09-23
1.033,1.0597,1.0472,1.0421,0.83032,2020-09-24
1.0462,1.0555,1.0539,1.0508,0.91458,2020-09-25
1.1041,1.0871,1.0676,1.0845,1.35,2020-09-26
1.0386,1.0326,1.035,1.0363,1.0508,2020-09-27
1.0519,1.0631,1.0324,1.043,1.2824,2020-09-28
1.0633,1.0348,1.0686,1.0634,0.94943,2020-09-29
1.101,1.0898,1.1061,1.1025,0.96428,2020-09-30
1.0844,1.1416,1.1227,1.1078,0.7601,2020-10-01
1.0921,1.1527,1.13,1.115,0.77281,2020-10-02
1.1153,1.1089,1.0832,1.0989,1.2684,2020-10-03
1.0647,1.0698,1.0805,1.0726,0.86554,2020-10-04
1.0668,1.0562,1.0743,1.0694,0.93268,2020-10-05
1.077,1.0727,1.0555,1.0665,1.2327,2020-10-06
1.0695,1.0454,1.0589,1.0624,1.111,2020-10-07
1.0336,1.023,1.0155,1.0242,1.3461,2020-10-08
1.06,1.0456,1.0766,1.0665,0.85267,2020-10-09
1.063,1.066,1.0457,1.055,1.2103,2020-10-10
1.0257,1.0453,1.0632,1.0444,0.62446,2020-10-11
1.053,1.0375,1.0741,1.0615,0.80948,2020-10-12
1.055,1.096,1.0722,1.0662,0.84172,2020-10-13
1.0707,1.035,1.089,1.076,0.85399,2020-10-14
1.0365,1.0378,1.0532,1.0442,0.81328,2020-10-15
1.0479,1.0383,1.1084,1.074,0.58277,2020-10-16
1.1318,1.1365,1.1228,1.128,1.0566,2020-10-17
1.1084,1.1504,1.0731,1.0951,1.3219,2020-10-18
1.0505,1.0558,1.0548,1.0529,0.95231,2020-10-19
1.0618,1.0652,1.0599,1.0612,1.0192,2020-10-20
1.0748,1.0493,1.0718,1.0711,1.0275,2020-10-21
1.0366,1.0553,1.0399,1.0397,0.95671,2020-10-22
1.0489,1.0361,1.0563,1.0512,0.92099,2020-10-23
1.0888,1.0766,1.0638,1.0764,1.2488,2020-10-24
1.0439,1.0693,1.0506,1.0489,0.92289,2020-10-25
1.0298,1.0407,1.0229,1.0277,1.1155,2020-10-26
1.0288,1.0194,1.0219,1.0249,1.1177,2020-10-27
1.0464,1.0493,1.0472,1.047,0.98989,2020-10-28
1.0825,1.0756,1.0875,1.0841,0.95978,2020-10-29
1.0706,1.0614,1.0925,1.0791,0.82991,2020-10-30
1.1075,1.091,1.0564,1.083,1.5497,2020-10-31
1.0688,1.0601,1.0546,1.0618,1.1548,2020-11-01
1.0576,1.0621,1.0669,1.0621,0.91058,2020-11-02
1.0653,1.1044,1.1042,1.0853,0.72334,2020-11-03
1.0893,1.1322,1.0867,1.0918,1.0216,2020-11-04
1.0563,1.1025,1.0487,1.0568,1.0895,2020-11-05
1.0701,1.0837,1.0878,1.0789,0.85744,2020-11-06
1.0918,1.0949,1.085,1.0892,1.0557,2020-11-07
1.0791,1.0784,1.0765,1.0779,1.0226,2020-11-08
1.0593,1.0711,1.0763,1.0674,0.84947,2020-11-09
1.0994,1.1053,1.1002,1.1002,0.99373,2020-11-10
1.0953,1.0461,1.0542,1.0734,1.4523,2020-11-11
1.0587,1.0608,1.0509,1.0556,1.0895,2020-11-12
1.0398,1.0272,1.0312,1.0351,1.1264,2020-11-13
1.0366,1.0357,1.0255,1.0319,1.1788,2020-11-14
1.0248,1.018,1.0229,1.0234,1.0306,2020-11-15
1.0386,1.0344,1.0158,1.0287,1.4366,2020-11-16
1.0231,1.0306,1.0338,1.0282,0.84868,2020-11-17
1.0475,1.0408,1.0381,1.043,1.1265,2020-11-18
1.0312,1.0469,1.0067,1.0221,1.5674,2020-11-19
1.0132,1.0138,1.0373,1.0229,0.67328,2020-11-20
1.0182,1.0216,1.0133,1.0165,1.0993,2020-11-21
1.0244,1.0345,1.0378,1.0306,0.81999,2020-11-22
1.0212,1.0346,1.0482,1.0331,0.68205,2020-11-23
1.0501,1.0389,1.0184,1.0359,1.5748,2020-11-24
1.0348,1.0637,1.021,1.0317,1.2383,2020-11-25
1.0554,1.0202,1.0511,1.0504,1.0495,2020-11-26
1.0546,1.0751,1.0398,1.0505,1.1936,2020-11-27
1.0517,1.0552,1.0506,1.0516,1.0136,2020-11-28
1.0903,1.0749,NA,NA,NA,2020-11-29
NA,NA,NA,NA,NA,2020-11-30
1.0916,1.1232,1.0216,1.0649,2.2016,2020-12-01
1.0874,1.0888,NA,1.0776,NA,2020-12-02
1.0848,1.062,1.0685,1.0762,1.1553,2020-12-03
1.124,1.0994,1.0323,1.0839,2.3307,2020-12-04
1.0731,1.049,1.0325,1.0546,1.5878,2020-12-05
1.0687,1.0681,1.0549,1.0632,1.1513,2020-12-06
1.0545,1.0532,1.0574,1.0556,0.96878,2020-12-07
1.07,1.0676,1.0899,1.0775,0.84258,2020-12-08
1.0659,1.0848,1.0631,1.0665,1.028,2020-12-09
1.0797,1.0469,1.0923,1.0815,0.90225,2020-12-10
1.0606,1.0653,1.0877,1.0716,0.78138,2020-12-11
1.0946,1.1168,1.0563,1.0812,1.4121,2020-12-12
1.0547,1.0444,1.0608,1.0561,0.9373,2020-12-13
1.0211,1.0269,1.0284,1.0246,0.88818,2020-12-14
1.0228,1.0377,1.0268,1.0258,0.93699,2020-12-15
1.0496,1.0682,1.0468,1.0501,1.034,2020-12-16
1.0264,1.0411,1.046,1.0354,0.76262,2020-12-17
1.0454,1.0355,1.0248,1.0364,1.335,2020-12-18
1.0603,1.0593,1.0397,1.052,1.2693,2020-12-19
1.012,1.0219,1.0112,1.0126,1.0169,2020-12-20
1.0173,1.0245,1.0168,1.0177,1.0087,2020-12-21
1.0191,1.0121,1.0187,1.0182,1.0065,2020-12-22
1.038,1.0611,1.0656,1.0509,0.72977,2020-12-23
1.063,1.046,1.06,1.0602,1.0315,2020-12-24
1.0314,1.0434,1.0499,1.0397,0.78591,2020-12-25
1.0508,1.0647,1.0372,1.0468,1.1831,2020-12-26
1.0455,1.036,1.0329,1.0396,1.1813,2020-12-27
1.0315,1.0263,1.0698,1.0455,0.63967,2020-12-28
1.0999,1.082,1.0517,1.0794,1.5452,2020-12-29
1.0232,1.0258,1.015,1.0202,1.1585,2020-12-30
1.0565,1.0502,1.0467,1.052,1.1178,2020-12-31
1.0513,1.0491,1.0498,1.0505,1.0181,2021-01-01
1.0345,1.0441,1.0423,1.0384,0.9015,2021-01-02
1.035,1.0333,1.0328,1.034,1.032,2021-01-03
1.0222,1.0094,1.0095,1.0159,1.274,2021-01-04
1.0227,1.0217,1.0177,1.0206,1.0915,2021-01-05
1.007,1.0068,1.006,1.0066,1.024,2021-01-06
1.0074,1.0122,1.0166,1.0115,0.82708,2021-01-07
1.0243,1.0162,1.0183,1.0212,1.1088,2021-01-08
1.0029,1.0169,1.0176,1.0101,0.72811,2021-01-09
1.0071,1.0221,1.0377,1.0204,0.58842,2021-01-10
1.0275,1.0225,1.0197,1.0239,1.1371,2021-01-11
1.0108,1.0286,1.0225,1.017,0.80252,2021-01-12
1.0141,1.014,1.0327,1.0218,0.73192,2021-01-13
1.01,1.0333,1.0253,1.0181,0.75196,2021-01-14
1.0181,1.0261,1.0287,1.0231,0.83884,2021-01-15
1.0079,1.0203,1.0225,1.0148,0.75255,2021-01-16
1.0094,1.024,1.0243,1.017,0.75528,2021-01-17
1.0285,1.0436,1.029,1.0301,0.99232,2021-01-18
1.0102,1.0126,1.0134,1.0117,0.93533,2021-01-19
1.0093,0.99417,0.9923,1.0009,1.5882,2021-01-20
0.9945,0.99835,1.006,0.9997,0.72946,2021-01-21
1.0028,1.0193,1.0161,1.0098,0.74829,2021-01-22
1.0014,1.0066,1.0138,1.0069,0.75426,2021-01-23
1.0124,1.006,1.0298,1.0189,0.73728,2021-01-24
1.014,1.0227,1.022,1.0182,0.86312,2021-01-25
1.0041,1.0039,1.0043,1.0042,0.99598,2021-01-26
1.0099,NA,NA,NA,NA,2021-01-27
NA,NA,NA,NA,NA,2021-01-28
1.0133,1.0263,1.0213,1.0177,0.86307,2021-01-29
1.015,1.0062,1.0225,1.0174,0.87263,2021-01-30
1.0168,1.0186,1.0095,1.0138,1.1566,2021-01-31
